product_id,product_name,category,review_id,date,source,rating,text,firmware_version,component_focus,is_sarcastic
P1001,Personal Care,Personal Care,R10027,2026-03-18,flipkart,4,Exceeded my expectations.,v1.1,General,0
P1001,Personal Care,Personal Care,R10028,2026-02-04,flipkart,5,Best purchase this year!,v2.0,Power,0
P1001,Personal Care,Personal Care,R10029,2026-02-15,amazon,4,"Poor quality, very disappointed.",v2.5,Packaging,0
P1001,Personal Care,Personal Care,R10030,2026-03-29,amazon,4,Avoid this product.,v5.0,Power,0
P1001,Personal Care,Personal Care,R10031,2026-02-20,flipkart,4,Best purchase this year!,v3.2,General,0
P1001,Personal Care,Personal Care,R10032,2026-01-07,amazon,3,Exceeded my expectations.,v2.5,UI,0
P1001,Personal Care,Personal Care,R10033,2026-01-19,flipkart,4,"Love it, will buy again.",v4.1,UI,0
P1001,Personal Care,Personal Care,R10034,2026-04-11,amazon,4,Waste of money.,v4.6,General,0
P1001,Personal Care,Personal Care,R10035,2026-03-05,flipkart,4,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v3.7,General,1
P1001,Personal Care,Personal Care,R10036,2026-03-17,direct,4,Doesn't work as advertised.,v3.0,Packaging,0
P1001,Personal Care,Personal Care,R10037,2026-01-10,flipkart,1,"Amazing product, works like a charm!",v3.3,General,0
P1001,Personal Care,Personal Care,R10038,2026-03-10,direct,1,Terrible experience.,v5.9,Power,0
P1001,Personal Care,Personal Care,R10039,2026-01-20,amazon,5,Waste of money.,v3.4,Power,0
P1001,Personal Care,Personal Care,R10040,2026-04-09,flipkart,1,"Amazing product, works like a charm!",v2.7,UI,0
P1001,Personal Care,Personal Care,R10041,2026-03-08,amazon,4,"Poor quality, very disappointed.",v5.3,Power,0
P1001,Personal Care,Personal Care,R10042,2026-01-17,direct,3,Doesn't work as advertised.,v5.5,General,0
P1001,Personal Care,Personal Care,R10043,2026-04-10,direct,4,"Fine, but I've seen better.",v1.8,UI,0
P1001,Personal Care,Personal Care,R10044,2026-02-24,amazon,3,Very good quality.,v5.7,UI,0
P1001,Personal Care,Personal Care,R10045,2026-01-06,amazon,4,Kam paise me badiya cheez hai.,v5.5,Packaging,0
P1001,Personal Care,Personal Care,R10046,2026-03-25,direct,3,Very good quality.,v4.5,Packaging,0
P1001,Personal Care,Personal Care,R10047,2026-03-09,flipkart,4,"Amazing product, works like a charm!",v3.9,General,0
P1001,Personal Care,Personal Care,R10048,2026-03-05,amazon,4,"Love it, will buy again.",v3.9,Power,0
P1001,Personal Care,Personal Care,R10049,2026-01-25,direct,2,Exceeded my expectations.,v2.0,Packaging,0
P1001,Personal Care,Personal Care,R10050,2026-02-18,direct,2,"Delivery late thi, lekin product sahi hai.",v3.5,Power,0
P1001,Personal Care,Personal Care,R10051,2026-01-11,direct,1,"Not bad, not great.",v4.2,Packaging,0
P1001,Personal Care,Personal Care,R10052,2026-04-04,amazon,3,Exceeded my expectations.,v3.0,UI,0
P1001,Personal Care,Personal Care,R10053,2026-01-01,amazon,1,Very good quality.,v2.6,UI,0
P1001,Personal Care,Personal Care,R10054,2026-02-17,flipkart,2,Avoid this product.,v3.2,UI,0
P1001,Personal Care,Personal Care,R10055,2026-02-13,direct,4,Terrible experience.,v4.4,UI,0
P1001,Personal Care,Personal Care,R10056,2026-02-07,amazon,4,Waste of money.,v1.8,Packaging,0
P1001,Personal Care,Personal Care,R10057,2026-02-25,amazon,3,"Poor quality, very disappointed.",v1.5,General,0
P1001,Personal Care,Personal Care,R10058,2026-03-19,direct,4,"Delivery late thi, lekin product sahi hai.",v3.5,UI,0
P1001,Personal Care,Personal Care,R10059,2026-02-08,direct,1,"It's okay, does the job.",v3.6,General,0
P1001,Personal Care,Personal Care,R10060,2026-02-01,amazon,4,"Fine, but I've seen better.",v3.9,UI,0
P1001,Personal Care,Personal Care,R10061,2026-02-26,direct,5,Best purchase this year!,v1.3,UI,0
P1001,Personal Care,Personal Care,R10062,2026-03-21,direct,5,"Poor quality, very disappointed.",v4.0,Power,0
P1001,Personal Care,Personal Care,R10063,2026-03-26,flipkart,2,"Delivery late thi, lekin product sahi hai.",v1.5,UI,0
P1001,Personal Care,Personal Care,R10064,2026-01-26,flipkart,4,"Amazing product, works like a charm!",v5.2,Packaging,0
P1001,Personal Care,Personal Care,R10065,2026-02-21,amazon,3,"Love it, will buy again.",v4.0,Power,0
P1001,Personal Care,Personal Care,R10066,2026-02-16,flipkart,3,Best purchase this year!,v5.3,Power,0
P1001,Personal Care,Personal Care,R10067,2026-03-24,direct,1,Doesn't work as advertised.,v3.1,General,0
P1001,Personal Care,Personal Care,R10068,2026-02-03,flipkart,5,Avoid this product.,v4.9,Packaging,0
P1001,Personal Care,Personal Care,R10069,2026-01-02,direct,1,"It's okay, does the job.",v5.3,Packaging,0
P1001,Personal Care,Personal Care,R10070,2026-01-29,amazon,4,"It's okay, does the job.",v2.7,UI,0
P1001,Personal Care,Personal Care,R10071,2026-01-18,direct,1,"It's okay, does the job.",v2.5,Power,0
P1001,Personal Care,Personal Care,R10072,2026-04-05,amazon,3,Waste of money.,v1.5,Power,0
P1001,Personal Care,Personal Care,R10073,2026-03-31,flipkart,5,Kam paise me badiya cheez hai.,v3.0,Power,0
P1001,Personal Care,Personal Care,R10074,2026-04-11,flipkart,1,Terrible experience.,v1.0,Power,0
P1001,Personal Care,Personal Care,R10075,2026-03-11,flipkart,5,Waste of money.,v3.6,Packaging,0
P1001,Personal Care,Personal Care,R10076,2026-01-11,direct,2,Terrible experience.,v3.7,Power,0
P1001,Personal Care,Personal Care,R10077,2026-01-22,direct,4,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v1.2,General,1
P1001,Personal Care,Personal Care,R10078,2026-03-25,flipkart,3,Very good quality.,v4.6,Packaging,0
P1001,Personal Care,Personal Care,R10079,2026-04-09,amazon,5,"Amazing product, works like a charm!",v5.8,UI,0
P1001,Personal Care,Personal Care,R10080,2026-03-14,amazon,2,Avoid this product.,v1.9,UI,0
P1001,Personal Care,Personal Care,R10081,2026-02-05,direct,4,"Amazing product, works like a charm!",v1.6,General,0
P1001,Personal Care,Personal Care,R10082,2026-03-10,direct,4,Avoid this product.,v4.2,UI,0
P1001,Personal Care,Personal Care,R10083,2026-04-08,flipkart,1,Decent for the price.,v4.4,Packaging,0
P1001,Personal Care,Personal Care,R10084,2026-03-10,amazon,1,"Love it, will buy again.",v5.4,UI,0
P1001,Personal Care,Personal Care,R10085,2026-03-20,direct,2,Best purchase this year!,v3.0,UI,0
P1001,Personal Care,Personal Care,R10086,2026-04-08,amazon,5,Avoid this product.,v2.5,UI,0
P1001,Personal Care,Personal Care,R10087,2026-03-11,amazon,3,Great product!!! 😂🔥💯,v3.1,Power,0
P1001,Personal Care,Personal Care,R10088,2026-03-28,direct,5,Best purchase this year!,v2.8,General,0
P1001,Personal Care,Personal Care,R10089,2026-02-19,direct,1,"Average quality, nothing special.",v2.0,General,0
P1001,Personal Care,Personal Care,R10090,2026-03-28,direct,1,"Poor quality, very disappointed.",v1.5,UI,0
P1001,Personal Care,Personal Care,R10091,2026-03-15,flipkart,1,Decent for the price.,v3.1,UI,0
P1001,Personal Care,Personal Care,R10092,2026-03-05,amazon,4,"It's okay, does the job.",v2.2,UI,0
P1001,Personal Care,Personal Care,R10093,2026-02-06,flipkart,3,"Boht accha product hai, maza aa gaya.",v4.5,Power,0
P1001,Personal Care,Personal Care,R10094,2026-02-04,flipkart,5,"Quality thodi weak hai, better ho sakti thi.",v3.3,Power,0
P1001,Personal Care,Personal Care,R10095,2026-02-11,flipkart,5,"Poor quality, very disappointed.",v4.1,General,0
P1001,Personal Care,Personal Care,R10096,2026-01-28,amazon,5,Avoid this product.,v3.5,Power,0
P1001,Personal Care,Personal Care,R10097,2026-04-06,direct,2,Waste of money.,v5.9,General,0
P1001,Personal Care,Personal Care,R10098,2026-02-13,direct,2,"Average quality, nothing special.",v4.1,Packaging,0
P1001,Personal Care,Personal Care,R10099,2026-02-02,direct,1,"Fine, but I've seen better.",v2.6,UI,0
P1001,Personal Care,Personal Care,R10100,2026-03-27,amazon,5,Doesn't work as advertised.,v1.2,General,0
P1001,Personal Care,Personal Care,R10101,2026-01-13,amazon,2,"Amazing product, works like a charm!",v5.9,Packaging,0
P1001,Personal Care,Personal Care,R10102,2026-04-05,flipkart,4,"Average quality, nothing special.",v5.4,Power,0
P1001,Personal Care,Personal Care,R10103,2026-04-05,amazon,2,"Poor quality, very disappointed.",v5.5,UI,0
P1001,Personal Care,Personal Care,R10104,2026-04-05,amazon,2,"Amazing product, works like a charm!",v2.5,Packaging,0
P1001,Personal Care,Personal Care,R10105,2026-02-14,direct,2,"It's okay, does the job.",v4.9,Packaging,0
P1001,Personal Care,Personal Care,R10106,2026-02-13,amazon,2,Terrible experience.,v5.5,Packaging,0
P1001,Personal Care,Personal Care,R10107,2026-01-28,amazon,5,Best purchase this year!,v4.8,Power,0
P1001,Personal Care,Personal Care,R10108,2026-02-23,flipkart,2,Waste of money.,v1.4,UI,0
P1001,Personal Care,Personal Care,R10109,2026-03-06,direct,4,"Average quality, nothing special.",v4.9,Packaging,0
P1001,Personal Care,Personal Care,R10110,2026-03-27,flipkart,3,Buy now limited offer click here http://spam.example,v4.8,Power,0
P1001,Personal Care,Personal Care,R10111,2026-02-17,flipkart,2,"Not bad, not great.",v3.0,General,0
P1001,Personal Care,Personal Care,R10112,2026-02-18,direct,5,"Love it, will buy again.",v5.2,Packaging,0
P1001,Personal Care,Personal Care,R10113,2026-03-26,direct,2,Best purchase this year!,v1.0,Packaging,0
P1001,Personal Care,Personal Care,R10114,2026-02-25,amazon,5,"Boht accha product hai, maza aa gaya.",v1.1,UI,0
P1001,Personal Care,Personal Care,R10115,2026-02-10,amazon,5,"Boht accha product hai, maza aa gaya.",v4.9,Power,0
P1001,Personal Care,Personal Care,R10116,2026-04-09,flipkart,1,"Bilkul bakwas hai, mat lena.",v2.6,Power,0
P1001,Personal Care,Personal Care,R10117,2026-01-02,direct,2,Exceeded my expectations.,v5.2,General,0
P1001,Personal Care,Personal Care,R10118,2026-01-09,flipkart,3,Very good quality.,v4.5,Power,0
P1001,Personal Care,Personal Care,R10119,2026-01-25,amazon,1,Best purchase this year!,v3.2,General,0
P1001,Personal Care,Personal Care,R10120,2026-02-03,flipkart,4,"Amazing product, works like a charm!",v2.2,General,0
P1001,Personal Care,Personal Care,R10121,2026-01-09,flipkart,3,"Love it, will buy again.",v3.1,UI,0
P1001,Personal Care,Personal Care,R10122,2026-04-05,direct,5,"Amazing product, works like a charm!",v1.6,Power,0
P1001,Personal Care,Personal Care,R10123,2026-01-07,flipkart,1,Duplicate review text for testing.,v3.9,Power,0
P1001,Personal Care,Personal Care,R10124,2026-02-09,flipkart,1,Kam paise me badiya cheez hai.,v2.6,General,0
P1001,Personal Care,Personal Care,R10125,2026-03-24,flipkart,4,Best purchase this year!,v3.9,Packaging,0
P1001,Personal Care,Personal Care,R10126,2026-02-14,flipkart,5,Waste of money.,v1.0,General,0
P1001,Personal Care,Personal Care,R10127,2026-02-01,amazon,5,"Average quality, nothing special.",v5.4,UI,0
P1001,Personal Care,Personal Care,R10128,2026-02-04,amazon,2,"Love it, will buy again.",v5.2,UI,0
P1001,Personal Care,Personal Care,R10129,2026-01-24,flipkart,4,Great product!!! 😂🔥💯,v1.1,Power,0
P1001,Personal Care,Personal Care,R10130,2026-01-18,flipkart,4,Duplicate review text for testing.,v1.9,Power,0
P1001,Personal Care,Personal Care,R10131,2026-01-21,amazon,3,"Delivery late thi, lekin product sahi hai.",v5.0,General,0
P1001,Personal Care,Personal Care,R10132,2026-02-24,amazon,1,"Poor quality, very disappointed.",v3.1,General,0
P1001,Personal Care,Personal Care,R10133,2026-03-01,amazon,3,Best purchase this year!,v4.3,General,0
P1001,Personal Care,Personal Care,R10134,2026-03-16,direct,2,Very good quality.,v5.6,Packaging,0
P1001,Personal Care,Personal Care,R10135,2026-04-03,amazon,1,"Amazing product, works like a charm!",v5.5,UI,0
P1001,Personal Care,Personal Care,R10136,2026-04-11,amazon,3,Decent for the price.,v1.2,General,0
P1001,Personal Care,Personal Care,R10137,2026-03-21,direct,4,"Love it, will buy again.",v4.7,UI,0
P1001,Personal Care,Personal Care,R10138,2026-03-28,direct,3,"Average quality, nothing special.",v1.8,Packaging,0
P1001,Personal Care,Personal Care,R10139,2026-04-04,flipkart,4,"Love it, will buy again.",v3.0,Power,0
P1001,Personal Care,Personal Care,R10140,2026-03-27,direct,3,Very good quality.,v5.6,Packaging,0
P1001,Personal Care,Personal Care,R10141,2026-03-30,flipkart,3,"Poor quality, very disappointed.",v4.1,UI,0
P1001,Personal Care,Personal Care,R10142,2026-03-18,direct,1,"Love it, will buy again.",v5.3,UI,0
P1001,Personal Care,Personal Care,R10143,2026-02-14,direct,4,Waste of money.,v2.8,General,0
P1001,Personal Care,Personal Care,R10144,2026-03-09,direct,1,"Boht accha product hai, maza aa gaya.",v2.6,UI,0
P1001,Personal Care,Personal Care,R10145,2026-01-29,amazon,3,Best purchase this year!,v2.0,Packaging,0
P1001,Personal Care,Personal Care,R10146,2026-03-09,direct,1,Avoid this product.,v2.4,Packaging,0
P1001,Personal Care,Personal Care,R10147,2026-01-15,amazon,3,"Not bad, not great.",v2.1,UI,0
P1001,Personal Care,Personal Care,R10148,2026-02-17,amazon,2,"Poor quality, very disappointed.",v2.6,Power,0
P1001,Personal Care,Personal Care,R10149,2026-04-03,direct,4,"Love it, will buy again.",v2.8,Power,0
P1001,Personal Care,Personal Care,R10150,2026-01-17,direct,1,Terrible experience.,v3.3,Power,0
P1001,Personal Care,Personal Care,R10151,2026-03-11,flipkart,2,"Poor quality, very disappointed.",v3.6,Packaging,0
P1001,Personal Care,Personal Care,R10152,2026-03-19,direct,3,Best purchase this year!,v1.9,Packaging,0
P1001,Personal Care,Personal Care,R10153,2026-01-18,flipkart,4,"It's okay, does the job.",v5.6,Packaging,0
P1001,Personal Care,Personal Care,R10154,2026-04-09,flipkart,1,"It's okay, does the job.",v4.0,General,0
P1001,Personal Care,Personal Care,R10155,2026-02-28,flipkart,2,Exceeded my expectations.,v2.9,Power,0
P1001,Personal Care,Personal Care,R10156,2026-04-01,flipkart,5,Very good quality.,v4.9,UI,0
P1001,Personal Care,Personal Care,R10157,2026-01-26,amazon,5,"Fine, but I've seen better.",v5.4,General,0
P1001,Personal Care,Personal Care,R10158,2026-01-05,amazon,4,Exceeded my expectations.,v2.0,Packaging,0
P1001,Personal Care,Personal Care,R10159,2026-03-15,direct,4,Exceeded my expectations.,v1.0,UI,0
P1001,Personal Care,Personal Care,R10160,2026-02-16,direct,5,Doesn't work as advertised.,v5.5,Power,0
P1001,Personal Care,Personal Care,R10161,2026-03-09,direct,4,"Fine, but I've seen better.",v1.9,General,0
P1001,Personal Care,Personal Care,R10162,2026-01-10,flipkart,2,Terrible experience.,v3.8,UI,0
P1001,Personal Care,Personal Care,R10163,2026-03-09,amazon,2,"It's okay, does the job.",v2.0,Power,0
P1001,Personal Care,Personal Care,R10164,2026-02-07,flipkart,3,"Love it, will buy again.",v4.7,General,0
P1001,Personal Care,Personal Care,R10165,2026-03-13,direct,4,Duplicate review text for testing.,v1.0,Power,0
P1001,Personal Care,Personal Care,R10166,2026-02-22,flipkart,2,"It's okay, does the job.",v4.9,Packaging,0
P1001,Personal Care,Personal Care,R10167,2026-02-16,direct,4,Best purchase this year!,v4.8,UI,0
P1001,Personal Care,Personal Care,R10168,2026-02-06,amazon,4,Avoid this product.,v2.0,Power,0
P1001,Personal Care,Personal Care,R10169,2026-02-17,direct,1,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v3.5,Power,1
P1001,Personal Care,Personal Care,R10170,2026-03-06,amazon,3,Waste of money.,v1.4,General,0
P1001,Personal Care,Personal Care,R10171,2026-04-07,direct,5,"Not bad, not great.",v1.0,Power,0
P1001,Personal Care,Personal Care,R10172,2026-01-07,direct,2,Terrible experience.,v2.8,Power,0
P1001,Personal Care,Personal Care,R10173,2026-02-28,amazon,2,Doesn't work as advertised.,v3.8,Packaging,0
P1001,Personal Care,Personal Care,R10174,2026-02-28,flipkart,2,Very good quality.,v2.2,Packaging,0
P1001,Personal Care,Personal Care,R10175,2026-01-12,amazon,2,Exceeded my expectations.,v3.6,Power,0
P1001,Personal Care,Personal Care,R10176,2026-02-26,direct,2,"Poor quality, very disappointed.",v5.1,Packaging,0
P1001,Personal Care,Personal Care,R10177,2026-02-27,flipkart,4,Terrible experience.,v5.6,General,0
P1001,Personal Care,Personal Care,R10178,2026-02-08,flipkart,1,"Love it, will buy again.",v3.2,General,0
P1001,Personal Care,Personal Care,R10179,2026-01-31,direct,2,"Poor quality, very disappointed.",v2.3,Power,0
P1001,Personal Care,Personal Care,R10180,2026-03-21,flipkart,4,"Amazing product, works like a charm!",v4.1,Packaging,0
P1001,Personal Care,Personal Care,R10181,2026-01-05,direct,2,Doesn't work as advertised.,v1.2,UI,0
P1001,Personal Care,Personal Care,R10182,2026-03-09,amazon,2,"Delivery late thi, lekin product sahi hai.",v3.1,Packaging,0
P1001,Personal Care,Personal Care,R10183,2026-01-02,flipkart,2,Avoid this product.,v1.5,Packaging,0
P1001,Personal Care,Personal Care,R10184,2026-02-04,amazon,1,"Amazing product, works like a charm!",v4.1,General,0
P1001,Personal Care,Personal Care,R10185,2026-03-16,direct,2,Exceeded my expectations.,v2.2,UI,0
P1001,Personal Care,Personal Care,R10186,2026-03-22,amazon,5,"Poor quality, very disappointed.",v5.6,Packaging,0
P1001,Personal Care,Personal Care,R10187,2026-02-11,flipkart,5,"Not bad, not great.",v5.8,Power,0
P1001,Personal Care,Personal Care,R10188,2026-04-09,amazon,2,Exceeded my expectations.,v2.0,Packaging,0
P1001,Personal Care,Personal Care,R10189,2026-02-17,flipkart,1,Duplicate review text for testing.,v1.2,General,0
P1001,Personal Care,Personal Care,R10190,2026-02-09,amazon,2,"Bilkul bakwas hai, mat lena.",v4.6,Packaging,0
P1001,Personal Care,Personal Care,R10191,2026-01-22,amazon,5,Terrible experience.,v2.2,Packaging,0
P1001,Personal Care,Personal Care,R10192,2026-01-27,amazon,1,Decent for the price.,v3.1,UI,0
P1001,Personal Care,Personal Care,R10193,2026-01-22,direct,4,Exceeded my expectations.,v4.5,UI,0
P1001,Personal Care,Personal Care,R10194,2026-03-16,direct,2,Best purchase this year!,v5.9,UI,0
P1001,Personal Care,Personal Care,R10195,2026-01-14,flipkart,4,"Amazing product, works like a charm!",v5.3,UI,0
P1001,Personal Care,Personal Care,R10196,2026-04-07,flipkart,3,Waste of money.,v4.5,General,0
P1001,Personal Care,Personal Care,R10197,2026-02-16,flipkart,3,Decent for the price.,v1.4,UI,0
P1001,Personal Care,Personal Care,R10198,2026-01-13,direct,3,Avoid this product.,v5.7,General,0
P1001,Personal Care,Personal Care,R10199,2026-03-28,flipkart,2,Terrible experience.,v2.6,UI,0
P1002,Home Care,Home Care,R10200,2026-01-30,flipkart,1,"Poor quality, very disappointed.",v1.4,General,0
P1002,Home Care,Home Care,R10201,2026-01-26,amazon,1,Avoid this product.,v2.7,General,0
P1002,Home Care,Home Care,R10202,2026-03-07,flipkart,1,"Love it, will buy again.",v3.2,Power,0
P1002,Home Care,Home Care,R10203,2026-01-28,amazon,5,Exceeded my expectations.,v1.7,UI,0
P1002,Home Care,Home Care,R10204,2026-02-03,direct,3,"Amazing product, works like a charm!",v1.7,General,0
P1002,Home Care,Home Care,R10205,2026-02-16,flipkart,1,Very good quality.,v1.3,General,0
P1002,Home Care,Home Care,R10206,2026-03-27,flipkart,2,"Love it, will buy again.",v1.8,Power,0
P1002,Home Care,Home Care,R10207,2026-02-18,direct,3,"Fine, but I've seen better.",v3.6,Packaging,0
P1002,Home Care,Home Care,R10208,2026-01-02,amazon,4,Very good quality.,v2.7,Packaging,0
P1002,Home Care,Home Care,R10209,2026-02-28,direct,3,"Not bad, not great.",v5.6,Packaging,0
P1002,Home Care,Home Care,R10210,2026-02-06,direct,4,"Fine, but I've seen better.",v1.5,Packaging,0
P1002,Home Care,Home Care,R10211,2026-02-26,amazon,3,"Delivery late thi, lekin product sahi hai.",v3.0,General,0
P1002,Home Care,Home Care,R10212,2026-02-09,flipkart,2,"It's okay, does the job.",v4.6,Packaging,0
P1002,Home Care,Home Care,R10213,2026-01-02,direct,4,Very good quality.,v1.1,Power,0
P1002,Home Care,Home Care,R10214,2026-01-10,flipkart,1,"Amazing product, works like a charm!",v2.8,General,0
P1002,Home Care,Home Care,R10215,2026-03-16,flipkart,1,"Amazing product, works like a charm!",v4.2,Packaging,0
P1002,Home Care,Home Care,R10216,2026-02-23,flipkart,4,"Poor quality, very disappointed.",v5.5,Packaging,0
P1002,Home Care,Home Care,R10217,2026-02-27,flipkart,2,Very good quality.,v2.2,UI,0
P1002,Home Care,Home Care,R10218,2026-03-26,amazon,1,Duplicate review text for testing.,v4.8,UI,0
P1002,Home Care,Home Care,R10219,2026-03-11,amazon,4,"Love it, will buy again.",v3.6,Packaging,0
P1002,Home Care,Home Care,R10220,2026-03-10,amazon,1,Very good quality.,v4.9,UI,0
P1002,Home Care,Home Care,R10221,2026-02-24,flipkart,1,Waste of money.,v3.6,UI,0
P1002,Home Care,Home Care,R10222,2026-04-10,amazon,1,Very good quality.,v4.7,Power,0
P1002,Home Care,Home Care,R10223,2026-01-15,direct,3,"Not bad, not great.",v2.3,UI,0
P1002,Home Care,Home Care,R10224,2026-04-03,flipkart,3,Waste of money.,v4.1,Packaging,0
P1002,Home Care,Home Care,R10225,2026-03-13,direct,3,Waste of money.,v4.3,Power,0
P1002,Home Care,Home Care,R10226,2026-02-15,amazon,5,Best purchase this year!,v3.5,General,0
P1002,Home Care,Home Care,R10227,2026-01-23,amazon,4,Best purchase this year!,v5.7,General,0
P1002,Home Care,Home Care,R10228,2026-02-01,amazon,1,"Amazing product, works like a charm!",v4.6,Power,0
P1002,Home Care,Home Care,R10229,2026-01-27,flipkart,5,"Love it, will buy again.",v2.6,Power,0
P1002,Home Care,Home Care,R10230,2026-01-17,amazon,5,Kam paise me badiya cheez hai.,v4.8,UI,0
P1002,Home Care,Home Care,R10231,2026-01-23,flipkart,1,Avoid this product.,v2.2,Packaging,0
P1002,Home Care,Home Care,R10232,2026-01-18,flipkart,2,Terrible experience.,v2.1,General,0
P1002,Home Care,Home Care,R10233,2026-02-19,amazon,4,Decent for the price.,v3.8,Power,0
P1002,Home Care,Home Care,R10234,2026-02-05,flipkart,1,Waste of money.,v2.0,Power,0
P1002,Home Care,Home Care,R10235,2026-02-21,flipkart,5,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v4.9,Power,1
P1002,Home Care,Home Care,R10236,2026-01-07,flipkart,3,Terrible experience.,v4.0,UI,0
P1002,Home Care,Home Care,R10237,2026-02-01,amazon,5,Avoid this product.,v3.4,UI,0
P1002,Home Care,Home Care,R10238,2026-02-27,direct,4,"Poor quality, very disappointed.",v1.4,UI,0
P1002,Home Care,Home Care,R10239,2026-02-28,direct,2,"Quality thodi weak hai, better ho sakti thi.",v2.0,UI,0
P1002,Home Care,Home Care,R10240,2026-02-17,direct,2,"Amazing product, works like a charm!",v4.7,General,0
P1002,Home Care,Home Care,R10241,2026-01-31,amazon,4,Doesn't work as advertised.,v4.7,General,0
P1002,Home Care,Home Care,R10242,2026-01-01,direct,1,Very good quality.,v2.8,Packaging,0
P1002,Home Care,Home Care,R10243,2026-03-16,amazon,5,"Amazing product, works like a charm!",v3.9,UI,0
P1002,Home Care,Home Care,R10244,2026-02-04,direct,1,Terrible experience.,v1.5,General,0
P1002,Home Care,Home Care,R10245,2026-03-14,amazon,2,Exceeded my expectations.,v1.3,Power,0
P1002,Home Care,Home Care,R10246,2026-02-11,direct,4,"Fine, but I've seen better.",v1.9,General,0
P1002,Home Care,Home Care,R10247,2026-01-15,direct,5,"Boht accha product hai, maza aa gaya.",v3.1,General,0
P1002,Home Care,Home Care,R10248,2026-03-04,flipkart,2,"Love it, will buy again.",v5.3,Power,0
P1002,Home Care,Home Care,R10249,2026-02-03,amazon,5,Avoid this product.,v4.7,UI,0
P1002,Home Care,Home Care,R10250,2026-01-03,flipkart,2,Avoid this product.,v5.9,Packaging,0
P1002,Home Care,Home Care,R10251,2026-02-15,direct,2,Waste of money.,v2.3,Packaging,0
P1002,Home Care,Home Care,R10252,2026-04-10,amazon,2,"Fine, but I've seen better.",v3.2,Packaging,0
P1002,Home Care,Home Care,R10253,2026-02-09,amazon,2,Avoid this product.,v2.8,Packaging,0
P1002,Home Care,Home Care,R10254,2026-01-26,flipkart,5,Avoid this product.,v3.6,Power,0
P1002,Home Care,Home Care,R10255,2026-03-18,direct,4,Decent for the price.,v5.5,UI,0
